"GEOID","EP_POV150","EP_UNEMP","EP_HBURD","EP_NOHSDP","EP_UNINSUR","EP_AGE65","EP_AGE17","EP_DISABL","EP_SNGPNT","EP_LIMENG","EP_MUNIT","EP_MOBILE","EP_CROWD","EP_NOVEH","EP_GROUPQ","EP_NOINT","med_income","med_homeval"
"13081",0.364,0.082,0.293,0.178,0.165,0.193,0.235,0.213,0.096,0.005,0.04,0.196,0.009,0.13,0.019,0.318,41605,97300
"13083",0.19,0.055,0.16,0.136,0.119,0.199,0.194,0.162,0.035,0.007,0.028,0.16,0.031,0.025,0.074,0.159,47675,132500
"13085",0.16,0.046,0.181,0.12,0.139,0.197,0.199,0.13,0.042,0.01,0.024,0.059,0.024,0.024,0.005,0.083,77630,266000
"13087",0.356,0.064,0.262,0.177,0.156,0.167,0.243,0.161,0.101,0.004,0.015,0.199,0.048,0.082,0.037,0.332,45134,120900
"13089",0.217,0.064,0.317,0.089,0.132,0.131,0.227,0.115,0.077,0.039,0.233,0.007,0.026,0.077,0.015,0.091,69423,255600
"13091",0.343,0.029,0.25,0.134,0.147,0.19,0.193,0.217,0.093,0.006,0.008,0.289,0.021,0.069,0.084,0.312,41362,95400
"13093",0.314,0.075,0.189,0.172,0.177,0.215,0.162,0.189,0.058,0.008,0.006,0.297,0.039,0.093,0.172,0.353,39641,80200
"13095",0.393,0.1,0.367,0.161,0.153,0.165,0.239,0.177,0.132,0.007,0.05,0.048,0.014,0.109,0.054,0.208,42225,107400
"13097",0.195,0.066,0.258,0.097,0.123,0.119,0.255,0.118,0.112,0.019,0.093,0.047,0.028,0.038,0.01,0.083,67731,182300
"13099",0.34,0.06,0.258,0.202,0.156,0.192,0.244,0.143,0.121,0.001,0.013,0.274,0.045,0.112,0.012,0.427,39665,118600
"13101",0.231,0.02,0.156,0.176,0.249,0.128,0.238,0.1,0.075,0.024,0,0.563,0.037,0.011,0.001,0.41,45151,77800
"13103",0.152,0.053,0.196,0.099,0.095,0.119,0.264,0.11,0.059,0.007,0.034,0.192,0.016,0.024,0.005,0.187,72279,178800
"13105",0.288,0.075,0.251,0.183,0.12,0.208,0.218,0.194,0.048,0.021,0.018,0.221,0.037,0.087,0.013,0.264,39904,92000
"13107",0.319,0.089,0.19,0.209,0.167,0.16,0.25,0.213,0.078,0.013,0.004,0.297,0.018,0.087,0.042,0.19,42880,77100
"13109",0.344,0.068,0.233,0.21,0.164,0.169,0.261,0.163,0.119,0.034,0.014,0.279,0.049,0.041,0.047,0.239,49325,110700
"13111",0.264,0.054,0.273,0.122,0.16,0.298,0.158,0.208,0.066,0.002,0.037,0.089,0.029,0.038,0.007,0.134,49810,217600
"13113",0.099,0.039,0.202,0.047,0.08,0.191,0.228,0.117,0.059,0.015,0.054,0.034,0.011,0.03,0.006,0.061,96084,309300
"13115",0.289,0.041,0.259,0.158,0.145,0.165,0.226,0.163,0.086,0.033,0.074,0.088,0.03,0.084,0.042,0.147,52388,148400
"13117",0.074,0.037,0.138,0.061,0.078,0.123,0.264,0.081,0.049,0.025,0.044,0.028,0.012,0.018,0.003,0.031,120999,385600
"13119",0.305,0.062,0.226,0.191,0.173,0.184,0.217,0.178,0.06,0.017,0.009,0.3,0.023,0.042,0.028,0.212,49636,130700
"13121",0.201,0.054,0.284,0.064,0.102,0.122,0.211,0.103,0.075,0.018,0.336,0.006,0.021,0.107,0.031,0.085,77635,345100
"13123",0.233,0.024,0.199,0.14,0.163,0.258,0.188,0.186,0.049,0.024,0.015,0.161,0.045,0.037,0.007,0.142,60504,216600
"13125",0.255,0.016,0.245,0.178,0.102,0.17,0.214,0.161,0.073,0,0.007,0.318,0.064,0.104,0.028,0.369,53125,100200
"13127",0.237,0.043,0.254,0.118,0.142,0.218,0.21,0.129,0.069,0.016,0.079,0.091,0.021,0.057,0.02,0.162,60775,204900
"13129",0.273,0.03,0.235,0.221,0.165,0.15,0.234,0.138,0.073,0.04,0.067,0.114,0.024,0.046,0.009,0.225,50520,155600
"13131",0.32,0.044,0.303,0.191,0.205,0.188,0.245,0.184,0.091,0.034,0.011,0.287,0.045,0.05,0.006,0.188,47721,129000
"13133",0.218,0.054,0.216,0.119,0.179,0.296,0.179,0.135,0.07,0.003,0.03,0.136,0.011,0.037,0.01,0.185,65759,250700
"13135",0.187,0.041,0.299,0.118,0.149,0.106,0.263,0.079,0.079,0.082,0.137,0.015,0.032,0.033,0.006,0.077,75853,256700
"13137",0.242,0.023,0.24,0.193,0.153,0.187,0.221,0.163,0.042,0.046,0.017,0.207,0.024,0.039,0.051,0.158,56680,160300
"13139",0.216,0.039,0.26,0.189,0.174,0.155,0.245,0.118,0.059,0.081,0.083,0.087,0.052,0.062,0.01,0.079,67571,233600
"13141",0.363,0.062,0.396,0.249,0.111,0.24,0.135,0.215,0.061,0.005,0.033,0.405,0,0.121,0.177,0.448,33946,83500
"13143",0.19,0.044,0.212,0.159,0.115,0.159,0.238,0.169,0.039,0.004,0.015,0.15,0.02,0.034,0.009,0.162,57752,153600
"13145",0.125,0.058,0.188,0.066,0.067,0.185,0.213,0.16,0.04,0.002,0.004,0.082,0.009,0.018,0.015,0.144,82244,238200
"13147",0.232,0.048,0.209,0.171,0.114,0.224,0.207,0.193,0.037,0.007,0.019,0.243,0.034,0.066,0.03,0.167,54506,157600
"13149",0.242,0.054,0.214,0.159,0.141,0.169,0.228,0.239,0.063,0.025,0.004,0.304,0.004,0.049,0.012,0.256,55635,116200
"13151",0.154,0.053,0.26,0.075,0.103,0.12,0.252,0.1,0.086,0.014,0.078,0.03,0.015,0.021,0.004,0.098,73491,202300
"13153",0.177,0.048,0.234,0.07,0.104,0.132,0.254,0.126,0.086,0.01,0.055,0.063,0.022,0.042,0.01,0.092,70313,161200
"13155",0.347,0.062,0.224,0.183,0.209,0.183,0.22,0.091,0.102,0.002,0.005,0.247,0.035,0.068,0.03,0.237,42312,85300
"13157",0.173,0.036,0.201,0.122,0.117,0.144,0.252,0.14,0.052,0.015,0.02,0.13,0.018,0.029,0.01,0.087,73455,235100
"13159",0.249,0.061,0.23,0.104,0.124,0.173,0.232,0.159,0.065,0.008,0,0.166,0.03,0.031,0.006,0.227,52322,153800
"13161",0.371,0.041,0.211,0.194,0.224,0.15,0.26,0.206,0.094,0.013,0.005,0.304,0.03,0.077,0.008,0.279,39668,89500
"13163",0.336,0.045,0.236,0.196,0.165,0.184,0.233,0.153,0.108,0.019,0.011,0.304,0.022,0.091,0.034,0.212,42238,88800
"13165",0.477,0.049,0.218,0.185,0.18,0.213,0.186,0.219,0.025,0.022,0.012,0.295,0.003,0.066,0.09,0.333,29061,76600
"13167",0.38,0.083,0.195,0.238,0.121,0.196,0.18,0.199,0.082,0.005,0.029,0.325,0.031,0.053,0.125,0.228,46292,76400
"13169",0.234,0.043,0.203,0.084,0.086,0.179,0.225,0.144,0.06,0.002,0.005,0.267,0.027,0.047,0.01,0.132,61701,142700
"13171",0.237,0.054,0.208,0.106,0.107,0.175,0.207,0.162,0.051,0,0.039,0.141,0.001,0.03,0.062,0.172,53802,156800
"13173",0.448,0.023,0.303,0.132,0.167,0.145,0.227,0.143,0.058,0.018,0,0.341,0.044,0.055,0.03,0.224,33956,125800
"13175",0.353,0.055,0.281,0.135,0.135,0.18,0.246,0.162,0.11,0.008,0.008,0.268,0.021,0.064,0.019,0.24,42315,109500
"13177",0.151,0.044,0.163,0.081,0.072,0.13,0.262,0.119,0.08,0.007,0.015,0.078,0.019,0.03,0.031,0.11,74935,178500
"13179",0.256,0.087,0.306,0.078,0.114,0.095,0.275,0.155,0.12,0.011,0.074,0.158,0.019,0.055,0.036,0.083,50617,138400
"13181",0.255,0.036,0.218,0.128,0.137,0.248,0.193,0.188,0.073,0.001,0.002,0.262,0.007,0.073,0.01,0.45,44087,143900
"13183",0.244,0.045,0.295,0.162,0.13,0.092,0.275,0.217,0.085,0.008,0.006,0.373,0.037,0.079,0.011,0.156,52742,138000
"13185",0.31,0.051,0.3,0.104,0.152,0.127,0.242,0.115,0.092,0.008,0.068,0.083,0.026,0.075,0.036,0.238,48703,154200
"13187",0.259,0.051,0.267,0.124,0.105,0.18,0.172,0.127,0.016,0.007,0.026,0.164,0.011,0.026,0.062,0.108,64179,216500
"13189",0.288,0.038,0.242,0.145,0.111,0.179,0.249,0.123,0.131,0.001,0.051,0.257,0.002,0.048,0.014,0.252,50721,121900
"13191",0.345,0.044,0.274,0.175,0.141,0.289,0.152,0.232,0.041,0.001,0.029,0.35,0.008,0.066,0.005,0.21,49951,153600
"13193",0.445,0.092,0.294,0.274,0.239,0.179,0.19,0.196,0.091,0.01,0.009,0.265,0.015,0.136,0.165,0.317,33163,67400
"13195",0.301,0.058,0.249,0.169,0.174,0.177,0.232,0.181,0.057,0.009,0.002,0.316,0.024,0.04,0.009,0.146,51854,156200
"13197",0.288,0.054,0.177,0.241,0.169,0.212,0.205,0.211,0.078,0.016,0.045,0.4,0.016,0.063,0.013,0.349,47250,96400
"13199",0.303,0.071,0.243,0.171,0.15,0.208,0.211,0.209,0.087,0,0.04,0.237,0.021,0.073,0.014,0.258,46789,112200
"13201",0.369,0.05,0.269,0.173,0.165,0.214,0.225,0.166,0.072,0.005,0.003,0.22,0.044,0.114,0.029,0.388,51983,106100
"13205",0.407,0.095,0.271,0.165,0.194,0.177,0.228,0.211,0.158,0.007,0.006,0.197,0.022,0.133,0.091,0.222,43427,88800
"13207",0.206,0.038,0.174,0.116,0.124,0.187,0.207,0.154,0.04,0.004,0.02,0.17,0.017,0.02,0.042,0.128,67154,178800
"13209",0.333,0.065,0.205,0.161,0.146,0.171,0.204,0.138,0.081,0.023,0.001,0.385,0.009,0.043,0.093,0.21,48717,93500
"13211",0.133,0.029,0.204,0.106,0.086,0.202,0.225,0.133,0.055,0.003,0.014,0.136,0.034,0.04,0.009,0.165,71000,240300
"13213",0.236,0.067,0.181,0.238,0.142,0.149,0.24,0.137,0.059,0.022,0.025,0.291,0.025,0.046,0.007,0.19,53821,130300
"13215",0.29,0.073,0.327,0.115,0.12,0.141,0.248,0.172,0.122,0.009,0.128,0.013,0.026,0.103,0.028,0.14,50542,146000
"13217",0.224,0.066,0.274,0.103,0.136,0.132,0.255,0.143,0.089,0.011,0.034,0.034,0.017,0.042,0.012,0.067,64767,167300
"13219",0.06,0.029,0.129,0.045,0.072,0.155,0.262,0.094,0.051,0.008,0.006,0.038,0.011,0.011,0.005,0.062,106165,329700
"13221",0.21,0.045,0.18,0.126,0.124,0.187,0.211,0.136,0.102,0.003,0.023,0.273,0.027,0.032,0.009,0.254,58791,145700
"13223",0.125,0.041,0.19,0.09,0.109,0.112,0.257,0.113,0.064,0.008,0.019,0.036,0.014,0.022,0.004,0.067,80234,204700
"13225",0.257,0.066,0.257,0.14,0.111,0.164,0.21,0.17,0.103,0.012,0.046,0.114,0.018,0.062,0.058,0.18,53215,147600
"13227",0.219,0.045,0.199,0.099,0.124,0.221,0.192,0.187,0.047,0.005,0.014,0.124,0.035,0.031,0.01,0.089,71637,220100
"13229",0.301,0.023,0.168,0.133,0.14,0.171,0.246,0.132,0.048,0.004,0.008,0.319,0.015,0.033,0.01,0.265,50820,103200
"13231",0.143,0.045,0.156,0.119,0.136,0.157,0.235,0.116,0.039,0.001,0.003,0.115,0.011,0.025,0.012,0.191,76152,202200
"13233",0.284,0.048,0.282,0.171,0.142,0.154,0.252,0.169,0.075,0.028,0.021,0.095,0.029,0.058,0.007,0.16,48958,132400
"13235",0.307,0.039,0.264,0.192,0.098,0.225,0.189,0.195,0.125,0.001,0.032,0.261,0.054,0.067,0.131,0.33,44946,104900
"13237",0.252,0.032,0.208,0.124,0.123,0.249,0.195,0.205,0.039,0.008,0.027,0.301,0.027,0.032,0.008,0.165,55757,173700
"13239",0.304,0.235,0.172,0.209,0.233,0.348,0.11,0.267,0.019,0.008,0,0.503,0.023,0.143,0,0.444,31594,59600
"13241",0.257,0.026,0.234,0.108,0.136,0.283,0.155,0.204,0.049,0.001,0.018,0.097,0.018,0.043,0.024,0.137,48652,190800
"13243",0.541,0.075,0.341,0.189,0.11,0.202,0.25,0.171,0.194,0,0.066,0.153,0.018,0.187,0.028,0.204,28870,79300
"13245",0.32,0.083,0.348,0.124,0.12,0.145,0.229,0.183,0.122,0.005,0.113,0.066,0.016,0.1,0.05,0.158,46237,123400
"13247",0.246,0.06,0.308,0.105,0.148,0.151,0.24,0.124,0.095,0.027,0.065,0.04,0.035,0.036,0.009,0.115,64230,174600
"13249",0.265,0.035,0.298,0.149,0.145,0.133,0.241,0.16,0.065,0,0.01,0.326,0.008,0.053,0,0.233,50586,132400
"13251",0.286,0.072,0.17,0.151,0.113,0.198,0.206,0.154,0.073,0.003,0.006,0.354,0.018,0.054,0.025,0.217,43167,99200
"13253",0.312,0.058,0.25,0.121,0.184,0.238,0.199,0.207,0.071,0.005,0.002,0.323,0.024,0.107,0.013,0.318,40579,94600
"13255",0.283,0.056,0.296,0.164,0.13,0.184,0.234,0.142,0.092,0.007,0.03,0.057,0.015,0.073,0.017,0.193,51972,149600
"13257",0.262,0.058,0.233,0.163,0.154,0.209,0.214,0.179,0.063,0.01,0.017,0.203,0.013,0.048,0.031,0.197,50194,127200
"13259",0.33,0.051,0.242,0.274,0.165,0.145,0.108,0.241,0.089,0.111,0.051,0.335,0.004,0.124,0.336,0.31,39020,48400
"13261",0.345,0.065,0.315,0.163,0.118,0.169,0.224,0.134,0.127,0.011,0.017,0.163,0.031,0.106,0.063,0.233,36687,116900
"13263",0.332,0.043,0.257,0.166,0.134,0.259,0.163,0.233,0.039,0,0.011,0.32,0.011,0.116,0.005,0.296,40719,99200
"13265",0.273,0.04,0.216,0.157,0.125,0.28,0.146,0.226,0.082,0,0.008,0.378,0.012,0.086,0.002,0.404,39670,65300
"13267",0.34,0.08,0.2,0.217,0.152,0.143,0.203,0.18,0.084,0.026,0.002,0.335,0.032,0.062,0.21,0.224,49977,93600
"13269",0.445,0.066,0.38,0.26,0.116,0.209,0.202,0.196,0.081,0.003,0.009,0.354,0.019,0.101,0.026,0.311,36293,87300
"13271",0.452,0.021,0.203,0.245,0.12,0.176,0.238,0.234,0.108,0.054,0.005,0.23,0.043,0.111,0.201,0.308,42971,69100
"13273",0.397,0.087,0.262,0.181,0.182,0.198,0.227,0.151,0.129,0.002,0.029,0.143,0.036,0.118,0.035,0.235,38879,93300
"13275",0.28,0.062,0.264,0.137,0.126,0.183,0.239,0.183,0.089,0.009,0.015,0.188,0.013,0.044,0.014,0.162,52315,158900
"13277",0.32,0.029,0.257,0.161,0.168,0.153,0.25,0.108,0.101,0.02,0.032,0.216,0.013,0.082,0.047,0.295,46245,131400
"13279",0.345,0.062,0.282,0.17,0.17,0.17,0.263,0.178,0.081,0.027,0.016,0.245,0.028,0.103,0.018,0.22,42975,102600
"13281",0.268,0.055,0.265,0.078,0.145,0.355,0.124,0.186,0.034,0.002,0.036,0.17,0.019,0.034,0.069,0.15,53084,243000
"13283",0.438,0.109,0.256,0.264,0.145,0.204,0.234,0.222,0.072,0,0.002,0.232,0.008,0.099,0.082,0.294,35441,75900
"13285",0.297,0.048,0.325,0.117,0.102,0.154,0.243,0.169,0.092,0.01,0.102,0.056,0.03,0.092,0.021,0.161,49042,144900
"13287",0.414,0.07,0.309,0.205,0.138,0.186,0.246,0.195,0.064,0.028,0.002,0.216,0.006,0.095,0.039,0.335,35828,76700
"13289",0.236,0.034,0.198,0.207,0.104,0.234,0.191,0.212,0.042,0.009,0.005,0.345,0.021,0.078,0.011,0.282,45824,73100
"13291",0.219,0.027,0.21,0.118,0.114,0.337,0.152,0.192,0.018,0.006,0.031,0.157,0.043,0.05,0.024,0.131,52509,215800
"13293",0.314,0.031,0.269,0.156,0.123,0.182,0.227,0.166,0.072,0.001,0.011,0.133,0.003,0.119,0.018,0.196,43257,115100
"13295",0.258,0.055,0.235,0.15,0.134,0.188,0.214,0.196,0.084,0.002,0.024,0.127,0.015,0.053,0.024,0.162,48633,127500
"13297",0.205,0.052,0.229,0.129,0.122,0.159,0.241,0.131,0.059,0.009,0.009,0.068,0.022,0.026,0.01,0.094,71692,231900
"13299",0.355,0.043,0.255,0.184,0.175,0.171,0.247,0.137,0.112,0.009,0.032,0.194,0.023,0.109,0.066,0.296,39419,87700
"13301",0.299,0.09,0.168,0.279,0.086,0.227,0.203,0.182,0.085,0.004,0.007,0.31,0.015,0.071,0.017,0.39,37309,70500
"13303",0.356,0.045,0.243,0.158,0.137,0.182,0.214,0.171,0.107,0.004,0.006,0.302,0.026,0.085,0.093,0.229,39350,98400
"13305",0.357,0.062,0.254,0.145,0.192,0.162,0.243,0.173,0.092,0.007,0.008,0.31,0.024,0.068,0.063,0.187,45115,121700
"13307",0.367,0.089,0.379,0.188,0.246,0.178,0.178,0.146,0.063,0.033,0.05,0.468,0,0.049,0.002,0.296,32083,73000
"13309",0.391,0.064,0.218,0.235,0.241,0.152,0.159,0.098,0.049,0.002,0.013,0.312,0.045,0.071,0.077,0.314,26776,67600
"13311",0.187,0.035,0.179,0.144,0.12,0.229,0.194,0.163,0.046,0.002,0.017,0.171,0.029,0.043,0.017,0.157,64729,198900
"13313",0.244,0.057,0.219,0.257,0.18,0.142,0.255,0.117,0.085,0.078,0.065,0.133,0.044,0.051,0.014,0.134,52439,150700
"13315",0.345,0.053,0.192,0.196,0.169,0.192,0.18,0.129,0.097,0.031,0.005,0.339,0.01,0.065,0.207,0.298,41406,63400
"13317",0.285,0.029,0.243,0.174,0.196,0.234,0.206,0.154,0.044,0.013,0.009,0.245,0.004,0.046,0.014,0.472,43859,79800
"13319",0.337,0.058,0.233,0.106,0.128,0.199,0.225,0.154,0.089,0.007,0.001,0.318,0.025,0.05,0.012,0.267,34680,77000
"13321",0.287,0.07,0.254,0.145,0.168,0.195,0.223,0.171,0.097,0.008,0.009,0.352,0.015,0.078,0.009,0.277,54791,94600
"15001",0.216,0.065,0.252,0.071,0.048,0.222,0.213,0.153,0.053,0.028,0.093,0.003,0.077,0.05,0.012,0.13,68399,385900
"15003",0.142,0.048,0.254,0.073,0.035,0.186,0.209,0.117,0.043,0.047,0.3,0.002,0.086,0.096,0.033,0.092,92600,726800
"15005",0.213,0,0.156,0.08,0.064,0.22,0,0.213,0,0,0.021,0.01,0,0.094,0.28,0.125,79583,NA
"15007",0.154,0.041,0.254,0.075,0.05,0.212,0.215,0.111,0.038,0.03,0.142,0.004,0.078,0.043,0.011,0.076,86287,632900
"15009",0.15,0.054,0.247,0.075,0.047,0.193,0.214,0.104,0.055,0.026,0.198,0.003,0.1,0.044,0.017,0.122,88249,676800
"16001",0.147,0.032,0.231,0.047,0.07,0.153,0.226,0.111,0.053,0.011,0.083,0.033,0.018,0.035,0.026,0.065,75115,342500
"16003",0.239,0.087,0.217,0.06,0.125,0.296,0.166,0.184,0.01,0.002,0.004,0.057,0.012,0.011,0.016,0.216,52746,244800
"16005",0.238,0.051,0.225,0.066,0.079,0.147,0.256,0.151,0.056,0.005,0.058,0.075,0.017,0.05,0.038,0.126,56472,184600
"16007",0.218,0.043,0.203,0.069,0.059,0.212,0.267,0.156,0.045,0.005,0.018,0.051,0.019,0.037,0.01,0.114,60337,160200
"16009",0.279,0.038,0.272,0.149,0.139,0.23,0.223,0.22,0.044,0.003,0.017,0.186,0.043,0.021,0.012,0.191,50257,196800
"16011",0.221,0.061,0.188,0.116,0.098,0.145,0.299,0.166,0.048,0.022,0.011,0.132,0.036,0.041,0.01,0.128,63106,190600
"16013",0.127,0.023,0.216,0.082,0.123,0.203,0.204,0.101,0.07,0.077,0.089,0.022,0.042,0.019,0.017,0.061,71749,507400
"16015",0.171,0.034,0.15,0.046,0.134,0.269,0.156,0.138,0.026,0.008,0.002,0.132,0.032,0.029,0.008,0.125,64125,278300
"16017",0.211,0.035,0.255,0.087,0.098,0.257,0.195,0.173,0.041,0.003,0.041,0.12,0.031,0.043,0.012,0.145,55206,308900
"16019",0.193,0.046,0.231,0.08,0.089,0.134,0.302,0.142,0.058,0.011,0.062,0.046,0.03,0.041,0.012,0.086,64928,231100
"16021",0.257,0.038,0.23,0.131,0.12,0.236,0.231,0.169,0.031,0.004,0.027,0.093,0.032,0.017,0.016,0.123,51261,262300
"16023",0.35,0.02,0.251,0.096,0.075,0.22,0.241,0.191,0.077,0.016,0.033,0.152,0.009,0.06,0.017,0.145,41552,162300
"16025",0.134,0.05,0.235,0.128,0.106,0.134,0.302,0.155,0.022,0.016,0,0.102,0.062,0.015,0,0.146,37367,173200
"16027",0.199,0.035,0.24,0.13,0.12,0.142,0.274,0.149,0.054,0.029,0.031,0.073,0.04,0.033,0.021,0.082,60716,242000
"16029",0.143,0.028,0.204,0.096,0.096,0.17,0.278,0.122,0.024,0.001,0.035,0.124,0.014,0.03,0.014,0.082,65528,160800
"16031",0.239,0.03,0.203,0.143,0.112,0.141,0.31,0.132,0.043,0.039,0.029,0.078,0.053,0.04,0.019,0.125,57547,183900
"16033",0.238,0.019,0.298,0.384,0.236,0.165,0.208,0.149,0.012,0.217,0,0.214,0.008,0,0.044,0.143,48088,119900
"16035",0.217,0.044,0.209,0.082,0.133,0.284,0.147,0.226,0.032,0.008,0.023,0.211,0.019,0.054,0.096,0.204,50787,177700
"16037",0.208,0.017,0.249,0.087,0.139,0.336,0.15,0.269,0,0.005,0.009,0.186,0.011,0.037,0.041,0.1,47663,221200
"16039",0.271,0.064,0.275,0.12,0.124,0.14,0.243,0.165,0.049,0.031,0.012,0.121,0.033,0.048,0.043,0.1,48475,177300
"16041",0.187,0.011,0.231,0.079,0.11,0.142,0.312,0.136,0.024,0.004,0.005,0.062,0.041,0.018,0.005,0.059,56677,232500
"16043",0.195,0.045,0.201,0.102,0.134,0.178,0.243,0.18,0.042,0.031,0.002,0.126,0.053,0.021,0.037,0.084,61875,208200
"16045",0.167,0.028,0.201,0.098,0.121,0.222,0.225,0.186,0.071,0.022,0.029,0.118,0.069,0.048,0.012,0.119,59957,229000
"16047",0.244,0.035,0.218,0.21,0.191,0.177,0.265,0.164,0.047,0.055,0.035,0.193,0.033,0.056,0.007,0.201,56734,163400
"16049",0.251,0.043,0.229,0.078,0.163,0.283,0.194,0.18,0.033,0.01,0.01,0.163,0.028,0.014,0.039,0.182,47508,213000
"16051",0.195,0.024,0.173,0.074,0.096,0.114,0.334,0.107,0.039,0.018,0.009,0.077,0.05,0.012,0.003,0.063,69097,245100
"16053",0.269,0.035,0.198,0.247,0.144,0.127,0.3,0.119,0.056,0.113,0.005,0.096,0.068,0.034,0.008,0.132,61280,207100
"16055",0.183,0.031,0.272,0.064,0.1,0.194,0.225,0.148,0.044,0.003,0.068,0.083,0.016,0.043,0.013,0.101,64936,328700
"16057",0.227,0.053,0.276,0.031,0.07,0.144,0.185,0.123,0.038,0.002,0.142,0.104,0.017,0.041,0.146,0.111,56673,261500
"16059",0.191,0.031,0.289,0.083,0.069,0.305,0.17,0.207,0.041,0.006,0.005,0.16,0.023,0.05,0.03,0.149,46105,217900
"16061",0.308,0.042,0.272,0.101,0.105,0.279,0.222,0.245,0.029,0.017,0.009,0.156,0.021,0.046,0.018,0.223,44028,157000
"16063",0.245,0.056,0.191,0.184,0.171,0.144,0.266,0.133,0.056,0.056,0.002,0.237,0.042,0.007,0.013,0.184,55988,156700
"16065",0.42,0.081,0.38,0.026,0.061,0.055,0.204,0.066,0.018,0.004,0.35,0.043,0.127,0.028,0.116,0.201,53498,260600
"16067",0.229,0.033,0.201,0.187,0.149,0.158,0.29,0.123,0.045,0.059,0.032,0.1,0.047,0.044,0.004,0.155,56140,170500
"16069",0.228,0.032,0.257,0.07,0.101,0.203,0.214,0.177,0.051,0.006,0.062,0.097,0.019,0.069,0.035,0.142,61810,221100
"16071",0.193,0.007,0.191,0.066,0.071,0.198,0.277,0.152,0.026,0.006,0.001,0.028,0.044,0.016,0.009,0.125,64766,192800
"16073",0.251,0.022,0.172,0.239,0.205,0.184,0.252,0.174,0.07,0.07,0.012,0.199,0.072,0.027,0.012,0.178,54669,199000
"16075",0.256,0.044,0.201,0.141,0.094,0.191,0.256,0.169,0.052,0.028,0.033,0.127,0.054,0.033,0.009,0.132,59540,201600
"16077",0.277,0.075,0.16,0.157,0.145,0.154,0.312,0.12,0.074,0.08,0.003,0.286,0.048,0.039,0.01,0.105,52116,160000
"16079",0.32,0.05,0.254,0.119,0.137,0.23,0.206,0.254,0.051,0.004,0.035,0.118,0.021,0.047,0.025,0.169,43188,141800
"16081",0.179,0.016,0.287,0.066,0.152,0.128,0.237,0.056,0.039,0.018,0.018,0.077,0.043,0.013,0,0.061,75837,385500
"16083",0.233,0.031,0.273,0.126,0.106,0.161,0.267,0.134,0.05,0.026,0.035,0.076,0.028,0.035,0.017,0.11,57430,206800
"16085",0.266,0.015,0.253,0.072,0.123,0.262,0.178,0.136,0.017,0.002,0.02,0.081,0.003,0.039,0.024,0.095,67528,355600
"16087",0.347,0.045,0.301,0.098,0.124,0.258,0.226,0.185,0.081,0.032,0.046,0.142,0.018,0.059,0.018,0.139,45065,171300
"17001",0.211,0.039,0.183,0.067,0.048,0.201,0.225,0.17,0.059,0.001,0.054,0.049,0.019,0.072,0.023,0.161,58587,134500
"17003",0.342,0.093,0.23,0.136,0.11,0.235,0.22,0.239,0.074,0,0.086,0.125,0.003,0.106,0.025,0.397,39871,60800
"17005",0.243,0.043,0.198,0.111,0.044,0.181,0.182,0.179,0.071,0.001,0.041,0.127,0.024,0.084,0.122,0.171,53654,119000
"17007",0.164,0.077,0.225,0.134,0.057,0.163,0.241,0.132,0.055,0.036,0.026,0.064,0.023,0.044,0.006,0.111,74076,163200
"17009",0.232,0.021,0.148,0.197,0.05,0.148,0.176,0.199,0.049,0.011,0.069,0.085,0.02,0.063,0.267,0.196,59346,106200
"17011",0.214,0.057,0.201,0.097,0.065,0.223,0.21,0.142,0.054,0.01,0.039,0.02,0.015,0.058,0.013,0.157,59407,108700
"17013",0.121,0.041,0.136,0.08,0.012,0.242,0.202,0.213,0.023,0,0.003,0.115,0.018,0.031,0.026,0.155,74792,149200
"17015",0.188,0.049,0.186,0.116,0.066,0.239,0.181,0.158,0.042,0.001,0.04,0.036,0.013,0.042,0.064,0.151,54959,100700
"17017",0.23,0.054,0.165,0.138,0.045,0.18,0.243,0.158,0.048,0.058,0.022,0.128,0.018,0.056,0.012,0.158,58364,83400
"17019",0.266,0.048,0.289,0.053,0.049,0.134,0.189,0.098,0.053,0.016,0.254,0.035,0.01,0.118,0.068,0.132,56939,170600
"17021",0.208,0.044,0.196,0.096,0.044,0.195,0.21,0.15,0.053,0.003,0.044,0.05,0.006,0.05,0.048,0.167,53188,96100
"17023",0.175,0.04,0.201,0.078,0.048,0.195,0.23,0.134,0.05,0.001,0.016,0.075,0.01,0.051,0.015,0.15,66067,102200
"17025",0.264,0.06,0.19,0.119,0.064,0.206,0.228,0.185,0.06,0.008,0.018,0.181,0.019,0.053,0.026,0.165,53900,93700
"17027",0.149,0.03,0.173,0.08,0.054,0.177,0.213,0.145,0.042,0.005,0.02,0.079,0.026,0.032,0.053,0.118,72468,152900
"17029",0.283,0.069,0.263,0.081,0.069,0.18,0.181,0.172,0.045,0.002,0.11,0.045,0.02,0.075,0.075,0.149,48534,103200
"17031",0.211,0.071,0.301,0.118,0.09,0.152,0.215,0.108,0.065,0.064,0.241,0.008,0.032,0.177,0.016,0.12,72121,266800
"17033",0.179,0.033,0.163,0.114,0.062,0.194,0.201,0.16,0.046,0.004,0.02,0.073,0.012,0.054,0.09,0.122,54942,96400
"17035",0.16,0.019,0.131,0.066,0.059,0.204,0.225,0.145,0.019,0.004,0.001,0.096,0.013,0.03,0.012,0.148,66530,107900
