"GEOID","EP_POV150","EP_UNEMP","EP_HBURD","EP_NOHSDP","EP_UNINSUR","EP_AGE65","EP_AGE17","EP_DISABL","EP_SNGPNT","EP_LIMENG","EP_MUNIT","EP_MOBILE","EP_CROWD","EP_NOVEH","EP_GROUPQ","EP_NOINT","med_income","med_homeval"
"17037",0.219,0.07,0.302,0.07,0.044,0.135,0.215,0.11,0.065,0.018,0.126,0.021,0.021,0.066,0.041,0.082,64019,190600
"17039",0.202,0.054,0.199,0.058,0.04,0.196,0.211,0.131,0.055,0,0.025,0.058,0.002,0.034,0.016,0.155,60401,109800
"17041",0.181,0.03,0.183,0.152,0.171,0.185,0.245,0.133,0.046,0.009,0.022,0.047,0.034,0.121,0.011,0.224,63142,119800
"17043",0.107,0.047,0.219,0.065,0.052,0.164,0.223,0.082,0.043,0.036,0.18,0.003,0.024,0.042,0.014,0.063,100292,324900
"17045",0.236,0.046,0.169,0.121,0.051,0.233,0.196,0.178,0.051,0.002,0.041,0.085,0.016,0.074,0.023,0.148,50843,83600
"17047",0.228,0.067,0.158,0.089,0.07,0.216,0.231,0.184,0.052,0.009,0.002,0.189,0.014,0.046,0.005,0.161,55833,84800
"17049",0.174,0.025,0.155,0.065,0.053,0.179,0.239,0.143,0.055,0.011,0.042,0.073,0.033,0.062,0.014,0.115,65590,158000
"17051",0.24,0.038,0.195,0.134,0.079,0.192,0.202,0.182,0.058,0.01,0.02,0.133,0.026,0.056,0.054,0.194,47744,95600
"17053",0.208,0.047,0.217,0.083,0.066,0.187,0.228,0.154,0.063,0.005,0.051,0.033,0.006,0.075,0.029,0.154,55011,101200
"17055",0.303,0.067,0.223,0.101,0.069,0.205,0.221,0.2,0.051,0.001,0.02,0.111,0.018,0.07,0.012,0.175,47751,79200
"17057",0.244,0.068,0.199,0.101,0.042,0.206,0.199,0.141,0.048,0.001,0.024,0.031,0.008,0.05,0.06,0.15,53441,90800
"17059",0.293,0.078,0.139,0.128,0.029,0.247,0.191,0.228,0.087,0.001,0.008,0.214,0.016,0.077,0.003,0.248,52597,76600
"17061",0.234,0.034,0.173,0.096,0.055,0.2,0.215,0.175,0.064,0,0.001,0.103,0.007,0.035,0.021,0.178,54427,84200
"17063",0.122,0.042,0.208,0.06,0.034,0.144,0.247,0.088,0.063,0.005,0.049,0.043,0.011,0.043,0.007,0.106,81764,212300
"17065",0.252,0.044,0.175,0.137,0.07,0.221,0.219,0.22,0.053,0.001,0.014,0.204,0.007,0.045,0.014,0.229,58306,93700
"17067",0.215,0.047,0.152,0.056,0.049,0.237,0.208,0.186,0.053,0.002,0.012,0.06,0.008,0.042,0.015,0.179,58188,93300
"17069",0.223,0.026,0.111,0.127,0.052,0.31,0.138,0.295,0.044,0.003,0,0.179,0.012,0.083,0.024,0.24,51738,77700
"17071",0.174,0.079,0.125,0.07,0.021,0.26,0.188,0.173,0.032,0.001,0.006,0.102,0.01,0.029,0.009,0.18,62202,88100
"17073",0.155,0.045,0.164,0.075,0.043,0.21,0.22,0.135,0.057,0.005,0.029,0.02,0.01,0.062,0.014,0.165,62097,125500
"17075",0.222,0.049,0.208,0.113,0.059,0.218,0.215,0.175,0.04,0.013,0.016,0.04,0.01,0.044,0.015,0.158,58481,111700
"17077",0.364,0.081,0.334,0.082,0.071,0.16,0.185,0.164,0.073,0.009,0.152,0.114,0.018,0.114,0.065,0.141,41699,112700
"17079",0.167,0.049,0.167,0.067,0.056,0.2,0.225,0.168,0.037,0.004,0.023,0.082,0.013,0.045,0.01,0.14,60237,100400
"17081",0.228,0.065,0.208,0.094,0.071,0.196,0.223,0.189,0.079,0.004,0.056,0.173,0.014,0.062,0.045,0.154,54692,102200
"17083",0.151,0.034,0.174,0.067,0.044,0.199,0.196,0.148,0.052,0.002,0.006,0.064,0.001,0.041,0.044,0.15,71655,146900
"17085",0.152,0.027,0.217,0.065,0.047,0.289,0.185,0.152,0.05,0.002,0.033,0.023,0.008,0.072,0.01,0.154,61289,159300
"17087",0.227,0.029,0.159,0.154,0.07,0.196,0.203,0.168,0.057,0.004,0.013,0.212,0.012,0.041,0.142,0.227,58502,122300
"17089",0.143,0.05,0.234,0.135,0.079,0.145,0.246,0.091,0.057,0.054,0.084,0.008,0.033,0.047,0.01,0.085,88935,255900
"17091",0.236,0.052,0.285,0.101,0.056,0.172,0.229,0.146,0.087,0.01,0.062,0.067,0.017,0.069,0.045,0.143,61664,158100
"17093",0.078,0.043,0.19,0.066,0.04,0.108,0.277,0.073,0.06,0.023,0.044,0.002,0.017,0.021,0.002,0.064,101816,255400
"17095",0.274,0.049,0.26,0.112,0.056,0.218,0.2,0.15,0.052,0.008,0.076,0.038,0.012,0.095,0.083,0.205,45994,86300
"17097",0.135,0.05,0.221,0.092,0.068,0.15,0.236,0.097,0.053,0.043,0.123,0.017,0.024,0.051,0.027,0.071,97127,279500
"17099",0.196,0.054,0.212,0.089,0.043,0.191,0.212,0.136,0.064,0.012,0.043,0.034,0.016,0.059,0.028,0.141,62825,133200
"17101",0.24,0.078,0.165,0.148,0.082,0.178,0.189,0.194,0.055,0.013,0.033,0.158,0.009,0.041,0.121,0.142,52020,81500
"17103",0.201,0.035,0.229,0.1,0.037,0.205,0.198,0.166,0.053,0.005,0.057,0.053,0.003,0.078,0.085,0.162,62250,127700
"17105",0.191,0.037,0.199,0.095,0.046,0.198,0.219,0.149,0.085,0.002,0.041,0.059,0.016,0.052,0.056,0.161,61419,114900
"17107",0.182,0.052,0.193,0.085,0.034,0.189,0.195,0.154,0.063,0.001,0.054,0.03,0.016,0.07,0.121,0.16,59809,111500
"17109",0.313,0.08,0.283,0.056,0.061,0.188,0.176,0.148,0.051,0.003,0.116,0.052,0.008,0.097,0.099,0.208,45704,89000
"17111",0.099,0.049,0.211,0.061,0.049,0.155,0.229,0.097,0.052,0.019,0.039,0.006,0.014,0.038,0.006,0.051,93801,241500
"17113",0.202,0.032,0.212,0.041,0.045,0.139,0.213,0.095,0.056,0.008,0.164,0.035,0.01,0.059,0.049,0.132,70339,170100
"17115",0.236,0.072,0.207,0.076,0.048,0.203,0.224,0.142,0.063,0.004,0.096,0.025,0.013,0.096,0.031,0.171,55954,105900
"17117",0.227,0.046,0.19,0.09,0.041,0.207,0.208,0.157,0.052,0.002,0.013,0.081,0.007,0.046,0.018,0.154,58227,103800
"17119",0.187,0.052,0.224,0.067,0.051,0.177,0.214,0.157,0.062,0.004,0.049,0.024,0.012,0.056,0.019,0.111,66882,142100
"17121",0.262,0.081,0.199,0.1,0.066,0.197,0.234,0.182,0.066,0.002,0.026,0.181,0.013,0.069,0.022,0.156,53209,83700
"17123",0.2,0.042,0.182,0.08,0.041,0.235,0.207,0.148,0.044,0.003,0.013,0.017,0.017,0.037,0.024,0.174,60231,111300
"17125",0.219,0.052,0.183,0.087,0.049,0.229,0.206,0.175,0.04,0,0.008,0.044,0.016,0.053,0.018,0.142,54415,86200
"17127",0.267,0.037,0.23,0.123,0.079,0.207,0.216,0.207,0.063,0.001,0.028,0.155,0.022,0.043,0.021,0.248,57658,94000
"17129",0.155,0.049,0.139,0.05,0.025,0.2,0.224,0.156,0.055,0.002,0.019,0.042,0.004,0.04,0.01,0.115,79743,154300
"17131",0.193,0.033,0.195,0.076,0.053,0.215,0.208,0.141,0.051,0.004,0.028,0.033,0.003,0.05,0.011,0.127,59972,116300
"17133",0.075,0.017,0.162,0.043,0.021,0.184,0.221,0.111,0.047,0.002,0.026,0.016,0.002,0.035,0.008,0.088,92950,226300
"17135",0.216,0.056,0.194,0.103,0.048,0.209,0.2,0.173,0.039,0.002,0.028,0.064,0.015,0.068,0.08,0.189,59309,92300
"17137",0.238,0.064,0.228,0.104,0.044,0.206,0.191,0.178,0.061,0.001,0.047,0.075,0.005,0.074,0.076,0.197,55261,110000
"17139",0.172,0.041,0.158,0.136,0.139,0.188,0.253,0.132,0.065,0.001,0.044,0.043,0.033,0.119,0.024,0.199,67309,108100
"17141",0.172,0.06,0.192,0.087,0.049,0.193,0.223,0.148,0.055,0.012,0.045,0.025,0.017,0.068,0.011,0.142,67534,156200
"17143",0.243,0.066,0.251,0.071,0.063,0.177,0.237,0.131,0.068,0.011,0.128,0.014,0.017,0.086,0.027,0.132,58426,133000
"17145",0.26,0.061,0.175,0.155,0.039,0.195,0.193,0.215,0.079,0.001,0.06,0.118,0.01,0.071,0.109,0.163,53108,85800
"17147",0.124,0.047,0.18,0.061,0.039,0.203,0.22,0.123,0.024,0.002,0.036,0.023,0.001,0.024,0.007,0.157,77559,152000
"17149",0.236,0.047,0.184,0.09,0.059,0.215,0.225,0.174,0.074,0.003,0.009,0.086,0.012,0.042,0.026,0.203,51529,88600
"17151",0.235,0.091,0.149,0.118,0.04,0.249,0.162,0.199,0.045,0.001,0.003,0.216,0.002,0.059,0.048,0.323,48013,114400
"17153",0.368,0.042,0.195,0.119,0.069,0.226,0.205,0.246,0.051,0.004,0.015,0.221,0.011,0.086,0.017,0.433,40197,65500
"17155",0.115,0.032,0.139,0.064,0.031,0.235,0.198,0.163,0.043,0.002,0.003,0.032,0.009,0.034,0.001,0.169,67419,138600
"17157",0.202,0.052,0.163,0.14,0.049,0.204,0.201,0.199,0.059,0.005,0.028,0.129,0.007,0.071,0.107,0.166,58093,114400
"17159",0.223,0.042,0.166,0.079,0.058,0.202,0.23,0.177,0.059,0.014,0.031,0.117,0.013,0.074,0.02,0.136,59963,90000
"17161",0.235,0.062,0.236,0.104,0.063,0.198,0.223,0.141,0.077,0.021,0.119,0.024,0.016,0.087,0.033,0.115,58974,125200
"17163",0.207,0.057,0.253,0.078,0.054,0.164,0.233,0.15,0.082,0.005,0.054,0.047,0.014,0.073,0.016,0.135,63017,140600
"17165",0.278,0.059,0.22,0.118,0.056,0.206,0.206,0.238,0.072,0.002,0.05,0.112,0.015,0.092,0.021,0.252,47541,81000
"17167",0.198,0.052,0.219,0.068,0.038,0.185,0.22,0.132,0.078,0.005,0.076,0.043,0.017,0.074,0.019,0.148,66149,147600
"17169",0.253,0.067,0.149,0.083,0.096,0.243,0.176,0.206,0.055,0.01,0.027,0.108,0.012,0.034,0.114,0.141,58447,101600
"17171",0.182,0.029,0.156,0.073,0.05,0.208,0.216,0.158,0.066,0.002,0.004,0.099,0.01,0.046,0.01,0.174,63555,91500
"17173",0.189,0.04,0.179,0.061,0.044,0.229,0.215,0.151,0.048,0.001,0.022,0.085,0.025,0.051,0.01,0.146,60103,106800
"17175",0.192,0.033,0.206,0.091,0.057,0.227,0.212,0.147,0.025,0.006,0.001,0.029,0.001,0.044,0.018,0.172,55109,86900
"17177",0.233,0.053,0.239,0.082,0.061,0.237,0.213,0.164,0.056,0.005,0.054,0.046,0.011,0.086,0.017,0.152,53806,103900
"17179",0.16,0.039,0.199,0.063,0.049,0.193,0.223,0.124,0.048,0.003,0.06,0.017,0.013,0.058,0.02,0.125,68860,145500
"17181",0.271,0.063,0.229,0.12,0.064,0.228,0.208,0.202,0.033,0.004,0.025,0.128,0.011,0.099,0.036,0.299,53363,109500
"17183",0.274,0.067,0.211,0.094,0.05,0.198,0.234,0.145,0.093,0.006,0.058,0.052,0.013,0.089,0.034,0.167,49063,81700
"17185",0.247,0.044,0.183,0.07,0.056,0.219,0.218,0.206,0.053,0.005,0.044,0.113,0.015,0.105,0.012,0.188,49680,83300
"17187",0.232,0.073,0.165,0.125,0.06,0.194,0.22,0.138,0.06,0.03,0.044,0.016,0.016,0.056,0.06,0.157,59673,87400
"17189",0.148,0.047,0.17,0.075,0.032,0.208,0.211,0.138,0.045,0.002,0.001,0.079,0.016,0.031,0.016,0.143,67030,123500
"17191",0.257,0.036,0.194,0.107,0.116,0.218,0.225,0.179,0.056,0.002,0.035,0.237,0.015,0.08,0.005,0.231,51540,94100
"17193",0.269,0.035,0.201,0.115,0.072,0.233,0.216,0.203,0.06,0,0.022,0.089,0.008,0.073,0.027,0.233,51351,83100
"17195",0.193,0.044,0.209,0.092,0.055,0.21,0.219,0.144,0.071,0.01,0.041,0.024,0.009,0.052,0.018,0.164,59812,109600
"17197",0.114,0.05,0.207,0.084,0.055,0.137,0.241,0.095,0.056,0.031,0.059,0.013,0.02,0.035,0.012,0.076,95751,249400
"17199",0.222,0.044,0.224,0.073,0.056,0.192,0.216,0.183,0.06,0.005,0.031,0.075,0.008,0.071,0.03,0.158,54682,125800
"17201",0.26,0.075,0.268,0.115,0.064,0.18,0.234,0.144,0.081,0.02,0.078,0.013,0.019,0.087,0.014,0.134,57779,125900
"17203",0.136,0.033,0.189,0.058,0.046,0.184,0.239,0.104,0.048,0.001,0.018,0.029,0.006,0.034,0.026,0.123,76486,172000
"18001",0.285,0.032,0.198,0.133,0.209,0.156,0.312,0.113,0.036,0.01,0.051,0.022,0.036,0.14,0.017,0.241,56037,145000
"18003",0.213,0.048,0.214,0.099,0.079,0.151,0.254,0.123,0.071,0.021,0.095,0.028,0.018,0.06,0.015,0.104,61456,149000
"18005",0.196,0.036,0.186,0.082,0.058,0.164,0.239,0.143,0.056,0.012,0.094,0.05,0.015,0.055,0.012,0.1,71183,172900
"18007",0.271,0.037,0.194,0.114,0.062,0.173,0.248,0.182,0.074,0.009,0.012,0.036,0.021,0.034,0.013,0.144,56155,107000
"18009",0.303,0.055,0.25,0.096,0.071,0.214,0.22,0.213,0.056,0,0.036,0.056,0.008,0.097,0.012,0.158,45080,80800
"18011",0.103,0.031,0.177,0.05,0.045,0.141,0.256,0.096,0.058,0.007,0.076,0.027,0.007,0.021,0.009,0.07,94843,270600
"18013",0.165,0.039,0.205,0.071,0.076,0.254,0.171,0.163,0.046,0.005,0.042,0.051,0.035,0.035,0.009,0.127,67737,205200
"18015",0.171,0.031,0.146,0.097,0.11,0.202,0.219,0.151,0.039,0.004,0.018,0.07,0.013,0.039,0.006,0.196,56929,138300
"18017",0.254,0.042,0.182,0.143,0.075,0.181,0.227,0.152,0.072,0.03,0.023,0.053,0.018,0.055,0.027,0.188,51776,95600
"18019",0.176,0.037,0.22,0.095,0.064,0.163,0.221,0.145,0.059,0.012,0.081,0.048,0.019,0.046,0.013,0.144,62296,162800
"18021",0.192,0.043,0.164,0.086,0.048,0.182,0.232,0.17,0.062,0.001,0.02,0.094,0.023,0.033,0.019,0.139,63361,108900
"18023",0.193,0.034,0.195,0.13,0.082,0.164,0.268,0.113,0.051,0.033,0.038,0.034,0.014,0.048,0.018,0.176,55582,126400
"18025",0.332,0.036,0.222,0.143,0.069,0.2,0.216,0.183,0.019,0.001,0.009,0.289,0.017,0.053,0.011,0.332,42465,95600
"18027",0.209,0.019,0.181,0.23,0.236,0.157,0.293,0.14,0.032,0.018,0.049,0.075,0.044,0.136,0.018,0.202,57083,156000
"18029",0.143,0.021,0.178,0.089,0.05,0.182,0.221,0.139,0.052,0.002,0.052,0.033,0.007,0.043,0.01,0.106,72674,179100
"18031",0.165,0.031,0.167,0.088,0.04,0.174,0.237,0.123,0.031,0,0.046,0.043,0.004,0.028,0.016,0.136,65000,148600
"18033",0.165,0.043,0.168,0.086,0.066,0.166,0.242,0.131,0.057,0.002,0.038,0.091,0.017,0.05,0.011,0.17,60757,135200
"18035",0.314,0.061,0.254,0.093,0.073,0.173,0.18,0.182,0.069,0.002,0.08,0.045,0.015,0.077,0.067,0.139,49321,103300
"18037",0.154,0.019,0.17,0.101,0.045,0.178,0.243,0.109,0.052,0.016,0.053,0.044,0.012,0.049,0.022,0.151,65389,168800
"18039",0.221,0.038,0.238,0.178,0.149,0.152,0.274,0.126,0.074,0.022,0.081,0.083,0.025,0.084,0.016,0.127,61182,159000
"18041",0.286,0.045,0.245,0.148,0.075,0.204,0.219,0.222,0.069,0.004,0.044,0.057,0.013,0.077,0.018,0.176,48101,88400
"18043",0.153,0.039,0.198,0.076,0.053,0.167,0.224,0.138,0.072,0.006,0.079,0.03,0.006,0.057,0.018,0.148,69858,187900
"18045",0.199,0.052,0.207,0.111,0.082,0.198,0.216,0.178,0.079,0.004,0.008,0.107,0.014,0.046,0.008,0.141,54475,111400
"18047",0.153,0.021,0.146,0.105,0.059,0.192,0.228,0.136,0.031,0.009,0.021,0.125,0.019,0.071,0.008,0.18,69440,172200
"18049",0.226,0.072,0.193,0.127,0.109,0.198,0.237,0.16,0.048,0.007,0.023,0.115,0.022,0.06,0.008,0.143,56885,120300
"18051",0.178,0.028,0.174,0.094,0.048,0.174,0.239,0.157,0.045,0.005,0.049,0.094,0.029,0.039,0.024,0.141,59697,136000
"18053",0.276,0.073,0.222,0.114,0.071,0.19,0.21,0.197,0.071,0.004,0.048,0.057,0.021,0.079,0.083,0.156,50009,99300
"18055",0.248,0.067,0.218,0.117,0.076,0.197,0.214,0.202,0.049,0.005,0.01,0.186,0.034,0.061,0.011,0.21,55470,106600
"18057",0.074,0.027,0.167,0.028,0.042,0.131,0.26,0.079,0.053,0.013,0.094,0.014,0.009,0.022,0.005,0.043,104858,302400
"18059",0.103,0.027,0.189,0.067,0.057,0.171,0.231,0.126,0.042,0.005,0.039,0.018,0.007,0.03,0.009,0.085,79126,195300
"18061",0.151,0.038,0.128,0.098,0.057,0.183,0.222,0.161,0.032,0.002,0.034,0.135,0.019,0.048,0.011,0.2,63586,169400
"18063",0.094,0.024,0.172,0.065,0.057,0.144,0.245,0.095,0.056,0.012,0.07,0.015,0.016,0.027,0.018,0.071,87961,220800
"18065",0.219,0.045,0.209,0.089,0.065,0.191,0.203,0.196,0.053,0.002,0.035,0.044,0.017,0.044,0.065,0.151,54154,108800
"18067",0.217,0.058,0.208,0.087,0.067,0.194,0.228,0.173,0.075,0.003,0.074,0.032,0.009,0.066,0.014,0.134,59238,116600
"18069",0.21,0.034,0.188,0.074,0.065,0.178,0.215,0.144,0.049,0.007,0.037,0.042,0.014,0.032,0.037,0.169,56705,113300
"18071",0.216,0.027,0.204,0.1,0.086,0.166,0.239,0.148,0.047,0.027,0.052,0.102,0.019,0.058,0.017,0.194,59504,137900
"18073",0.147,0.041,0.183,0.071,0.05,0.18,0.231,0.156,0.052,0.006,0.03,0.034,0.008,0.029,0.02,0.109,69632,164700
"18075",0.255,0.044,0.209,0.125,0.1,0.181,0.255,0.175,0.047,0.004,0.023,0.064,0.016,0.097,0.013,0.203,48904,96100
"18077",0.214,0.034,0.239,0.121,0.077,0.185,0.201,0.192,0.069,0.004,0.046,0.12,0.028,0.053,0.059,0.196,53784,148900
"18079",0.213,0.05,0.188,0.112,0.099,0.167,0.231,0.191,0.053,0.004,0.005,0.186,0.031,0.038,0.013,0.153,63612,116300
"18081",0.135,0.034,0.213,0.074,0.061,0.153,0.243,0.109,0.048,0.008,0.08,0.025,0.012,0.031,0.016,0.093,77977,196200
"18083",0.218,0.032,0.189,0.109,0.078,0.181,0.213,0.174,0.078,0.014,0.057,0.061,0.011,0.07,0.052,0.149,51784,106800
"18085",0.17,0.033,0.186,0.122,0.105,0.174,0.236,0.136,0.057,0.014,0.038,0.097,0.016,0.05,0.019,0.146,66764,160500
"18087",0.113,0.032,0.134,0.394,0.451,0.139,0.321,0.109,0.049,0.033,0.009,0.079,0.036,0.273,0.007,0.338,75624,208600
"18089",0.23,0.067,0.252,0.098,0.068,0.171,0.233,0.133,0.088,0.018,0.086,0.014,0.021,0.076,0.011,0.134,62052,167800
"18091",0.229,0.05,0.211,0.101,0.064,0.185,0.213,0.143,0.073,0.005,0.059,0.04,0.017,0.053,0.063,0.13,60226,145600
"18093",0.199,0.033,0.187,0.109,0.071,0.2,0.213,0.181,0.053,0.002,0.038,0.103,0.023,0.059,0.015,0.169,60041,124500
"18095",0.23,0.055,0.23,0.101,0.078,0.185,0.215,0.197,0.07,0.004,0.038,0.056,0.014,0.066,0.041,0.139,54491,111600
"18097",0.259,0.055,0.307,0.127,0.095,0.128,0.246,0.135,0.081,0.032,0.14,0.016,0.02,0.082,0.016,0.128,54601,156000
"18099",0.209,0.03,0.194,0.142,0.133,0.181,0.247,0.125,0.043,0.017,0.037,0.074,0.017,0.061,0.017,0.208,58296,150200
"18101",0.202,0.019,0.165,0.112,0.075,0.201,0.22,0.166,0.038,0,0.014,0.166,0.034,0.037,0.016,0.185,57199,130000
"18103",0.236,0.045,0.192,0.132,0.093,0.177,0.21,0.157,0.061,0.003,0.019,0.094,0.007,0.056,0.061,0.168,53762,97900
"18105",0.272,0.058,0.321,0.053,0.058,0.138,0.158,0.111,0.042,0.008,0.178,0.052,0.015,0.075,0.105,0.106,54096,202400
"18107",0.225,0.04,0.201,0.108,0.082,0.183,0.229,0.158,0.057,0.01,0.044,0.064,0.012,0.058,0.032,0.124,58311,136800
"18109",0.145,0.04,0.179,0.105,0.053,0.173,0.222,0.149,0.056,0.002,0.026,0.056,0.011,0.03,0.013,0.119,71882,172800
"18111",0.191,0.096,0.218,0.13,0.06,0.195,0.21,0.178,0.07,0.008,0.007,0.07,0.007,0.031,0.015,0.112,62306,124100
"18113",0.164,0.034,0.18,0.168,0.114,0.164,0.242,0.139,0.052,0.021,0.048,0.078,0.026,0.093,0.015,0.168,63292,144000
"18115",0.161,0.018,0.184,0.073,0.067,0.223,0.203,0.172,0.063,0,0.05,0.107,0.027,0.049,0.009,0.163,63036,166700
"18117",0.244,0.03,0.21,0.147,0.077,0.199,0.227,0.198,0.086,0.002,0.029,0.171,0.027,0.06,0.015,0.158,56572,108000
"18119",0.236,0.052,0.195,0.136,0.096,0.205,0.203,0.198,0.039,0.001,0.009,0.175,0.018,0.028,0.01,0.208,53831,134500
"18121",0.262,0.056,0.171,0.147,0.15,0.201,0.22,0.157,0.036,0.004,0.021,0.156,0.029,0.082,0.069,0.238,57156,103400
"18123",0.181,0.051,0.178,0.088,0.053,0.187,0.211,0.149,0.039,0.001,0.075,0.118,0.032,0.059,0.075,0.18,54387,118500
"18125",0.197,0.036,0.14,0.096,0.037,0.209,0.214,0.147,0.022,0,0.019,0.119,0.014,0.035,0.018,0.233,57283,110600
"18127",0.15,0.042,0.215,0.061,0.053,0.172,0.216,0.114,0.055,0.006,0.057,0.048,0.012,0.037,0.021,0.101,76736,210100
"18129",0.15,0.028,0.18,0.063,0.038,0.198,0.219,0.121,0.045,0,0.028,0.064,0.005,0.041,0.011,0.114,69323,165200
"18131",0.219,0.038,0.214,0.119,0.077,0.207,0.216,0.176,0.063,0.002,0.025,0.139,0.01,0.07,0.013,0.147,52098,114400
"18133",0.171,0.028,0.193,0.091,0.046,0.17,0.197,0.144,0.045,0.005,0.031,0.074,0.023,0.039,0.124,0.146,64993,154500
"18135",0.229,0.056,0.183,0.101,0.076,0.203,0.23,0.206,0.064,0.005,0.026,0.076,0.023,0.055,0.015,0.182,54912,87500
"18137",0.149,0.033,0.201,0.094,0.075,0.184,0.235,0.137,0.051,0.001,0.048,0.083,0.024,0.048,0.018,0.168,64221,162700
"18139",0.249,0.063,0.208,0.106,0.076,0.186,0.223,0.168,0.033,0.003,0.044,0.036,0.009,0.042,0.012,0.192,58887,124800
"18141",0.233,0.048,0.246,0.091,0.074,0.163,0.232,0.134,0.068,0.011,0.105,0.016,0.017,0.068,0.044,0.142,58599,142300
"18143",0.266,0.048,0.251,0.181,0.054,0.171,0.222,0.228,0.063,0.001,0.039,0.155,0.033,0.044,0.017,0.186,45794,117100
"18145",0.197,0.033,0.209,0.109,0.059,0.176,0.225,0.148,0.047,0.01,0.053,0.049,0.02,0.054,0.017,0.144,64070,143300
"18147",0.172,0.033,0.174,0.075,0.037,0.201,0.217,0.134,0.04,0.003,0.02,0.096,0.008,0.038,0.015,0.214,59624,144100
"18149",0.25,0.04,0.206,0.149,0.062,0.188,0.229,0.185,0.043,0.004,0.022,0.084,0.014,0.054,0.003,0.182,52802,118600
"18151",0.168,0.071,0.166,0.073,0.058,0.21,0.199,0.14,0.027,0.003,0.028,0.12,0.01,0.051,0.039,0.161,61698,162800
"18153",0.27,0.05,0.177,0.111,0.089,0.182,0.199,0.176,0.08,0.005,0.03,0.117,0.026,0.047,0.1,0.21,49393,94100
"18155",0.243,0.044,0.193,0.169,0.131,0.18,0.242,0.209,0.052,0.005,0.023,0.158,0.022,0.069,0.011,0.247,56268,129500
"18157",0.283,0.036,0.319,0.08,0.061,0.118,0.202,0.094,0.053,0.016,0.178,0.03,0.015,0.086,0.087,0.117,53468,169500
"18159",0.178,0.038,0.131,0.092,0.085,0.214,0.207,0.136,0.044,0,0.007,0.04,0.016,0.012,0.017,0.124,65983,133400
"18161",0.16,0.051,0.188,0.112,0.072,0.202,0.206,0.144,0.056,0.002,0.011,0.093,0.002,0.041,0.009,0.154,60750,125200
"18163",0.232,0.047,0.267,0.088,0.076,0.176,0.215,0.154,0.074,0.005,0.109,0.026,0.011,0.08,0.036,0.119,54044,142600
"18165",0.251,0.075,0.191,0.075,0.048,0.199,0.218,0.186,0.081,0.003,0.021,0.085,0.036,0.04,0.015,0.136,53396,88600
"18167",0.302,0.061,0.29,0.095,0.079,0.168,0.204,0.166,0.065,0.005,0.076,0.024,0.028,0.071,0.069,0.136,48552,114000
"18169",0.208,0.035,0.163,0.086,0.069,0.212,0.209,0.152,0.055,0,0.026,0.046,0.012,0.044,0.058,0.149,59611,117700
"18171",0.171,0.031,0.15,0.074,0.052,0.208,0.218,0.18,0.03,0.001,0.006,0.045,0.023,0.029,0.011,0.124,68136,121900
"18173",0.103,0.033,0.152,0.051,0.034,0.182,0.234,0.121,0.049,0.005,0.04,0.038,0.01,0.019,0.013,0.096,85613,181200
"18175",0.247,0.042,0.186,0.125,0.088,0.178,0.227,0.165,0.077,0.001,0.013,0.175,0.016,0.061,0.011,0.211,53932,131400
"18177",0.264,0.045,0.248,0.12,0.103,0.191,0.224,0.18,0.08,0.011,0.061,0.031,0.013,0.081,0.038,0.15,49952,105500
"18179",0.149,0.024,0.177,0.067,0.062,0.182,0.245,0.125,0.046,0.006,0.022,0.069,0.006,0.032,0.021,0.172,62802,140200
"18181",0.162,0.044,0.197,0.097,0.082,0.203,0.232,0.147,0.04,0.017,0.028,0.108,0.01,0.025,0.011,0.123,60327,128100
"18183",0.15,0.04,0.165,0.082,0.08,0.182,0.231,0.137,0.058,0.001,0.039,0.053,0.009,0.037,0.011,0.114,67716,163800
"19001",0.213,0.039,0.185,0.043,0.049,0.222,0.221,0.146,0.046,0,0.026,0.021,0.005,0.045,0.022,0.204,57944,112200
"19003",0.173,0.042,0.198,0.06,0.049,0.23,0.211,0.147,0.059,0.001,0.01,0.068,0.004,0.044,0.03,0.16,57981,88800
"19005",0.196,0.032,0.176,0.083,0.064,0.227,0.236,0.117,0.03,0.033,0.027,0.152,0.006,0.04,0.02,0.167,59461,142600
"19007",0.302,0.061,0.236,0.081,0.08,0.235,0.219,0.177,0.036,0.002,0.059,0.075,0.01,0.065,0.014,0.181,46900,91800
"19009",0.204,0.007,0.164,0.095,0.041,0.247,0.221,0.136,0.052,0.002,0.004,0.008,0.004,0.071,0.021,0.176,54643,88700
"19011",0.139,0.023,0.165,0.056,0.027,0.188,0.231,0.117,0.047,0.003,0.025,0.028,0.007,0.032,0.014,0.124,72334,166100
"19013",0.242,0.052,0.269,0.071,0.042,0.171,0.217,0.138,0.058,0.018,0.124,0.029,0.021,0.073,0.035,0.131,57191,155400
"19015",0.142,0.013,0.183,0.048,0.045,0.192,0.209,0.119,0.047,0.001,0.079,0.025,0.006,0.053,0.021,0.127,70984,151400
"19017",0.127,0.032,0.145,0.039,0.021,0.194,0.225,0.111,0.041,0.004,0.05,0.014,0.009,0.02,0.061,0.094,76782,173600
"19019",0.142,0.03,0.185,0.064,0.064,0.181,0.257,0.125,0.052,0.002,0.022,0.057,0.013,0.062,0.01,0.145,71024,146900
"19021",0.21,0.05,0.158,0.207,0.06,0.163,0.263,0.094,0.052,0.106,0.089,0.022,0.045,0.043,0.049,0.11,53645,126300
